symbol,period_close_epoch,received_at_ms,processed_at_ms,delivery_latency_ms,processing_latency_ms
stpRNG,1784964180,1784964240338,1784964240339,338,1
RDBULL,1784964240,1784964300277,1784964300279,277,2
stpRNG3,1784964240,1784964300280,1784964300280,280,0
stpRNG2,1784964240,1784964300281,1784964300282,281,1
stpRNG5,1784964240,1784964300282,1784964300283,282,1
stpRNG,1784964240,1784964300284,1784964300285,284,1
stpRNG4,1784964240,1784964300286,1784964300287,286,1
RDBULL,1784964300,1784964360383,1784964360384,383,1
stpRNG2,1784964300,1784964360386,1784964360388,386,2
stpRNG5,1784964300,1784964360389,1784964360390,389,1
stpRNG3,1784964300,1784964360391,1784964360393,391,2
stpRNG,1784964300,1784964360394,1784964360395,394,1
stpRNG4,1784964300,1784964360396,1784964360397,396,1
stpRNG,1784964360,1784964420344,1784964420345,344,1
stpRNG4,1784964360,1784964420346,1784964420347,346,1
RDBULL,1784964360,1784964420349,1784964420350,349,1
stpRNG3,1784964360,1784964420351,1784964420353,351,2
stpRNG5,1784964360,1784964420354,1784964420355,354,1
stpRNG2,1784964360,1784964420356,1784964420357,356,1
stpRNG,1784964420,1784964480330,1784964480331,330,1
stpRNG4,1784964420,1784964480335,1784964480336,335,1
RDBULL,1784964420,1784964480336,1784964480337,336,1
stpRNG3,1784964420,1784964480337,1784964480337,337,0
stpRNG2,1784964420,1784964480338,1784964480338,338,0
stpRNG5,1784964420,1784964480339,1784964480339,339,0
RDBULL,1784964480,1784964540291,1784964540292,291,1
stpRNG3,1784964480,1784964540293,1784964540293,293,0
stpRNG5,1784964480,1784964540294,1784964540326,294,32
stpRNG2,1784964480,1784964540326,1784964540327,326,1
stpRNG,1784964480,1784964540328,1784964540329,328,1
stpRNG4,1784964480,1784964540330,1784964540330,330,0
stpRNG2,1784964540,1784964600276,1784964600277,276,1
stpRNG5,1784964540,1784964600279,1784964600280,279,1
stpRNG3,1784964540,1784964600281,1784964600282,281,1
RDBULL,1784964540,1784964600284,1784964600285,284,1
stpRNG4,1784964540,1784964600286,1784964600287,286,1
stpRNG,1784964540,1784964600289,1784964600289,289,0
stpRNG5,1784964600,1784964660309,1784964660310,309,1
stpRNG2,1784964600,1784964660311,1784964660312,311,1
stpRNG3,1784964600,1784964660314,1784964660315,314,1
RDBULL,1784964600,1784964660316,1784964660317,316,1
stpRNG4,1784964600,1784964660319,1784964660320,319,1
stpRNG,1784964600,1784964660321,1784964660322,321,1
RDBULL,1784964660,1784964720230,1784964720231,230,1
stpRNG2,1784964660,1784964720232,1784964720234,232,2
stpRNG5,1784964660,1784964720235,1784964720237,235,2
stpRNG3,1784964660,1784964720239,1784964720240,239,1
stpRNG,1784964660,1784964720242,1784964720242,242,0
stpRNG4,1784964660,1784964720244,1784964720245,244,1
stpRNG4,1784964720,1784964780256,1784964780257,256,1
stpRNG,1784964720,1784964780259,1784964780259,259,0
stpRNG3,1784964720,1784964780261,1784964780261,261,0
stpRNG2,1784964720,1784964780263,1784964780264,263,1
stpRNG5,1784964720,1784964780266,1784964780267,266,1
RDBULL,1784964720,1784964780269,1784964780270,269,1
stpRNG,1784964780,1784964840498,1784964840499,498,1
stpRNG4,1784964780,1784964840500,1784964840501,500,1
RDBULL,1784964780,1784964840503,1784964840503,503,0
stpRNG2,1784964780,1784964840504,1784964840504,504,0
stpRNG5,1784964780,1784964840505,1784964840505,505,0
stpRNG3,1784964780,1784964840506,1784964840506,506,0
stpRNG,1784964840,1784964900370,1784964900371,370,1
stpRNG4,1784964840,1784964900372,1784964900374,372,2
RDBULL,1784964840,1784964900375,1784964900376,375,1
stpRNG3,1784964840,1784964900377,1784964900380,377,3
stpRNG5,1784964840,1784964900381,1784964900382,381,1
stpRNG2,1784964840,1784964900384,1784964900384,384,0
stpRNG3,1784964900,1784964960332,1784964960333,332,1
stpRNG5,1784964900,1784964960335,1784964960338,335,3
stpRNG2,1784964900,1784964960339,1784964960339,339,0
RDBULL,1784964900,1784964960340,1784964960340,340,0
stpRNG4,1784964900,1784964960341,1784964960341,341,0
stpRNG,1784964900,1784964960342,1784964960342,342,0
RDBULL,1784964960,1784965020495,1784965020496,495,1
stpRNG3,1784964960,1784965020498,1784965020498,498,0
stpRNG2,1784964960,1784965020500,1784965020500,500,0
stpRNG5,1784964960,1784965020501,1784965020501,501,0
stpRNG,1784964960,1784965020502,1784965020502,502,0
stpRNG4,1784964960,1784965020503,1784965020503,503,0
stpRNG5,1784965020,1784965080287,1784965080288,287,1
stpRNG2,1784965020,1784965080288,1784965080289,288,1
stpRNG3,1784965020,1784965080289,1784965080289,289,0
RDBULL,1784965020,1784965080290,1784965080290,290,0
stpRNG4,1784965020,1784965080291,1784965080291,291,0
stpRNG,1784965020,1784965080292,1784965080292,292,0
stpRNG,1784965080,1784965140326,1784965140326,326,0
stpRNG4,1784965080,1784965140327,1784965140328,327,1
RDBULL,1784965080,1784965140330,1784965140331,330,1
stpRNG5,1784965080,1784965140331,1784965140332,331,1
stpRNG2,1784965080,1784965140332,1784965140333,332,1
stpRNG3,1784965080,1784965140333,1784965140334,333,1
stpRNG4,1784965140,1784965200292,1784965200295,292,3
stpRNG,1784965140,1784965200296,1784965200297,296,1
stpRNG3,1784965140,1784965200298,1784965200299,298,1
stpRNG2,1784965140,1784965200299,1784965200300,299,1
stpRNG5,1784965140,1784965200300,1784965200300,300,0
RDBULL,1784965140,1784965200301,1784965200301,301,0
stpRNG,1784965200,1784965260309,1784965260310,309,1
stpRNG4,1784965200,1784965260312,1784965260312,312,0
RDBULL,1784965200,1784965260314,1784965260315,314,1
stpRNG3,1784965200,1784965260315,1784965260316,315,1
stpRNG2,1784965200,1784965260317,1784965260317,317,0
stpRNG5,1784965200,1784965260318,1784965260318,318,0
stpRNG4,1784965260,1784965320278,1784965320279,278,1
stpRNG,1784965260,1784965320280,1784965320281,280,1
stpRNG3,1784965260,1784965320283,1784965320283,283,0
stpRNG2,1784965260,1784965320285,1784965320287,285,2
stpRNG5,1784965260,1784965320289,1784965320289,289,0
RDBULL,1784965260,1784965320291,1784965320291,291,0
stpRNG,1784965320,1784965380292,1784965380293,292,1
stpRNG4,1784965320,1784965380295,1784965380296,295,1
RDBULL,1784965320,1784965380297,1784965380298,297,1
stpRNG3,1784965320,1784965380299,1784965380301,299,2
stpRNG5,1784965320,1784965380302,1784965380303,302,1
stpRNG2,1784965320,1784965380303,1784965380304,303,1
stpRNG,1784965380,1784965440263,1784965440264,263,1
stpRNG4,1784965380,1784965440265,1784965440266,265,1
RDBULL,1784965380,1784965440267,1784965440267,267,0
stpRNG5,1784965380,1784965440268,1784965440268,268,0
stpRNG2,1784965380,1784965440269,1784965440270,269,1
stpRNG3,1784965380,1784965440270,1784965440271,270,1
stpRNG,1784965440,1784965500307,1784965500308,307,1
stpRNG4,1784965440,1784965500309,1784965500311,309,2
RDBULL,1784965440,1784965500312,1784965500313,312,1
stpRNG5,1784965440,1784965500314,1784965500314,314,0
stpRNG2,1784965440,1784965500315,1784965500315,315,0
stpRNG3,1784965440,1784965500316,1784965500316,316,0
RDBULL,1784965500,1784965560293,1784965560293,293,0
stpRNG3,1784965500,1784965560295,1784965560296,295,1
stpRNG2,1784965500,1784965560298,1784965560299,298,1
stpRNG5,1784965500,1784965560300,1784965560301,300,1
stpRNG,1784965500,1784965560303,1784965560304,303,1
stpRNG4,1784965500,1784965560305,1784965560306,305,1
RDBULL,1784965560,1784965620516,1784965620517,516,1
stpRNG3,1784965560,1784965620519,1784965620520,519,1
stpRNG5,1784965560,1784965620522,1784965620525,522,3
stpRNG2,1784965560,1784965620527,1784965620528,527,1
stpRNG,1784965560,1784965620530,1784965620531,530,1
stpRNG4,1784965560,1784965620532,1784965620533,532,1
RDBULL,1784965620,1784965680407,1784965680407,407,0
stpRNG5,1784965620,1784965680408,1784965680409,408,1
stpRNG2,1784965620,1784965680409,1784965680409,409,0
stpRNG3,1784965620,1784965680410,1784965680410,410,0
stpRNG,1784965620,1784965680411,1784965680411,411,0
stpRNG4,1784965620,1784965680412,1784965680412,412,0
stpRNG4,1784965680,1784965740358,1784965740359,358,1
stpRNG,1784965680,1784965740360,1784965740361,360,1
stpRNG2,1784965680,1784965740362,1784965740362,362,0
stpRNG5,1784965680,1784965740363,1784965740364,363,1
stpRNG3,1784965680,1784965740365,1784965740365,365,0
RDBULL,1784965680,1784965740366,1784965740367,366,1
RDBULL,1784965740,1784965800335,1784965800335,335,0
stpRNG5,1784965740,1784965800336,1784965800338,336,2
stpRNG2,1784965740,1784965800339,1784965800339,339,0
stpRNG3,1784965740,1784965800340,1784965800340,340,0
stpRNG,1784965740,1784965800341,1784965800341,341,0
stpRNG4,1784965740,1784965800342,1784965800342,342,0
stpRNG4,1784965800,1784965860285,1784965860286,285,1
stpRNG,1784965800,1784965860288,1784965860289,288,1
stpRNG2,1784965800,1784965860290,1784965860291,290,1
stpRNG5,1784965800,1784965860291,1784965860292,291,1
stpRNG3,1784965800,1784965860292,1784965860292,292,0
RDBULL,1784965800,1784965860293,1784965860294,293,1
stpRNG3,1784965860,1784965920303,1784965920303,303,0
stpRNG2,1784965860,1784965920306,1784965920306,306,0
stpRNG5,1784965860,1784965920307,1784965920308,307,1
RDBULL,1784965860,1784965920308,1784965920309,308,1
stpRNG4,1784965860,1784965920309,1784965920310,309,1
stpRNG,1784965860,1784965920310,1784965920310,310,0
RDBULL,1784965920,1784965980322,1784965980322,322,0
stpRNG2,1784965920,1784965980324,1784965980325,324,1
stpRNG5,1784965920,1784965980326,1784965980327,326,1
stpRNG3,1784965920,1784965980329,1784965980330,329,1
stpRNG,1784965920,1784965980331,1784965980333,331,2
stpRNG4,1784965920,1784965980334,1784965980335,334,1
RDBULL,1784965980,1784966040334,1784966040335,334,1
stpRNG3,1784965980,1784966040337,1784966040338,337,1
stpRNG2,1784965980,1784966040340,1784966040341,340,1
stpRNG5,1784965980,1784966040342,1784966040343,342,1
stpRNG,1784965980,1784966040344,1784966040345,344,1
stpRNG4,1784965980,1784966040346,1784966040347,346,1
stpRNG,1784966040,1784966100325,1784966100326,325,1
stpRNG4,1784966040,1784966100327,1784966100328,327,1
RDBULL,1784966040,1784966100328,1784966100329,328,1
stpRNG3,1784966040,1784966100329,1784966100330,329,1
stpRNG2,1784966040,1784966100330,1784966100331,330,1
stpRNG5,1784966040,1784966100331,1784966100331,331,0
stpRNG,1784966100,1784966160358,1784966160358,358,0
stpRNG4,1784966100,1784966160359,1784966160359,359,0
RDBULL,1784966100,1784966160360,1784966160360,360,0
stpRNG2,1784966100,1784966160361,1784966160361,361,0
stpRNG5,1784966100,1784966160362,1784966160362,362,0
stpRNG3,1784966100,1784966160363,1784966160363,363,0
stpRNG,1784966160,1784966220315,1784966220316,315,1
stpRNG4,1784966160,1784966220317,1784966220317,317,0
RDBULL,1784966160,1784966220318,1784966220319,318,1
stpRNG3,1784966160,1784966220319,1784966220320,319,1
stpRNG5,1784966160,1784966220321,1784966220323,321,2
stpRNG2,1784966160,1784966220325,1784966220326,325,1
stpRNG5,1784966220,1784966280301,1784966280302,301,1
stpRNG2,1784966220,1784966280304,1784966280305,304,1
stpRNG3,1784966220,1784966280308,1784966280309,308,1
RDBULL,1784966220,1784966280310,1784966280311,310,1
stpRNG4,1784966220,1784966280312,1784966280312,312,0
stpRNG,1784966220,1784966280313,1784966280315,313,2
RDBULL,1784966280,1784966340364,1784966340364,364,0
stpRNG3,1784966280,1784966340365,1784966340366,365,1
stpRNG2,1784966280,1784966340366,1784966340367,366,1
stpRNG5,1784966280,1784966340367,1784966340368,367,1
stpRNG,1784966280,1784966340368,1784966340368,368,0
stpRNG4,1784966280,1784966340369,1784966340370,369,1
stpRNG,1784966340,1784966400299,1784966400300,299,1
stpRNG4,1784966340,1784966400301,1784966400302,301,1
RDBULL,1784966340,1784966400304,1784966400305,304,1
stpRNG5,1784966340,1784966400306,1784966400306,306,0
stpRNG2,1784966340,1784966400307,1784966400307,307,0
stpRNG3,1784966340,1784966400308,1784966400308,308,0
stpRNG,1784966400,1784966460306,1784966460307,306,1
stpRNG4,1784966400,1784966460308,1784966460309,308,1
RDBULL,1784966400,1784966460309,1784966460310,309,1
stpRNG3,1784966400,1784966460310,1784966460311,310,1
stpRNG2,1784966400,1784966460311,1784966460311,311,0
stpRNG5,1784966400,1784966460312,1784966460312,312,0
stpRNG4,1784966460,1784966520365,1784966520366,365,1
stpRNG,1784966460,1784966520367,1784966520368,367,1
stpRNG3,1784966460,1784966520370,1784966520370,370,0
stpRNG2,1784966460,1784966520371,1784966520371,371,0
stpRNG5,1784966460,1784966520372,1784966520372,372,0
RDBULL,1784966460,1784966520373,1784966520373,373,0
stpRNG4,1784966520,1784966580366,1784966580368,366,2
stpRNG,1784966520,1784966580369,1784966580370,369,1
stpRNG3,1784966520,1784966580370,1784966580370,370,0
stpRNG5,1784966520,1784966580374,1784966580374,374,0
stpRNG2,1784966520,1784966580375,1784966580375,375,0
RDBULL,1784966520,1784966580376,1784966580376,376,0
stpRNG5,1784966580,1784966640362,1784966640363,362,1
stpRNG2,1784966580,1784966640365,1784966640366,365,1
stpRNG3,1784966580,1784966640368,1784966640369,368,1
RDBULL,1784966580,1784966640369,1784966640369,369,0
stpRNG4,1784966580,1784966640370,1784966640371,370,1
stpRNG,1784966580,1784966640371,1784966640371,371,0
RDBULL,1784966640,1784966700295,1784966700295,295,0
stpRNG3,1784966640,1784966700297,1784966700298,297,1
stpRNG5,1784966640,1784966700299,1784966700300,299,1
stpRNG2,1784966640,1784966700301,1784966700301,301,0
stpRNG,1784966640,1784966700302,1784966700302,302,0
stpRNG4,1784966640,1784966700302,1784966700303,302,1
stpRNG4,1784966700,1784966760271,1784966760271,271,0
stpRNG,1784966700,1784966760272,1784966760272,272,0
stpRNG2,1784966700,1784966760274,1784966760275,274,1
stpRNG5,1784966700,1784966760275,1784966760276,275,1
stpRNG3,1784966700,1784966760276,1784966760277,276,1
RDBULL,1784966700,1784966760277,1784966760278,277,1
stpRNG5,1784966760,1784966820268,1784966820268,268,0
stpRNG2,1784966760,1784966820270,1784966820270,270,0
stpRNG3,1784966760,1784966820271,1784966820271,271,0
RDBULL,1784966760,1784966820274,1784966820274,274,0
stpRNG4,1784966760,1784966820276,1784966820277,276,1
stpRNG,1784966760,1784966820278,1784966820278,278,0
stpRNG4,1784966820,1784966880339,1784966880340,339,1
stpRNG,1784966820,1784966880341,1784966880342,341,1
stpRNG3,1784966820,1784966880344,1784966880345,344,1
stpRNG2,1784966820,1784966880346,1784966880347,346,1
stpRNG5,1784966820,1784966880349,1784966880349,349,0
RDBULL,1784966820,1784966880350,1784966880350,350,0
stpRNG2,1784966880,1784966940294,1784966940295,294,1
stpRNG5,1784966880,1784966940296,1784966940296,296,0
stpRNG3,1784966880,1784966940297,1784966940298,297,1
RDBULL,1784966880,1784966940298,1784966940299,298,1
stpRNG4,1784966880,1784966940299,1784966940300,299,1
stpRNG,1784966880,1784966940300,1784966940301,300,1
stpRNG2,1784966940,1784967000262,1784967000264,262,2
stpRNG5,1784966940,1784967000265,1784967000266,265,1
stpRNG3,1784966940,1784967000269,1784967000269,269,0
RDBULL,1784966940,1784967000271,1784967000272,271,1
stpRNG4,1784966940,1784967000276,1784967000277,276,1
stpRNG,1784966940,1784967000279,1784967000280,279,1
RDBULL,1784967000,1784967060589,1784967060590,589,1
stpRNG3,1784967000,1784967060593,1784967060594,593,1
stpRNG2,1784967000,1784967060595,1784967060595,595,0
stpRNG5,1784967000,1784967060596,1784967060597,596,1
stpRNG,1784967000,1784967060597,1784967060598,597,1
stpRNG4,1784967000,1784967060598,1784967060599,598,1
stpRNG,1784967060,1784967120286,1784967120287,286,1
stpRNG4,1784967060,1784967120288,1784967120288,288,0
RDBULL,1784967060,1784967120290,1784967120290,290,0
stpRNG5,1784967060,1784967120291,1784967120292,291,1
stpRNG2,1784967060,1784967120293,1784967120294,293,1
stpRNG3,1784967060,1784967120295,1784967120296,295,1
stpRNG,1784967120,1784967180349,1784967180349,349,0
stpRNG4,1784967120,1784967180350,1784967180351,350,1
RDBULL,1784967120,1784967180352,1784967180352,352,0
stpRNG3,1784967120,1784967180353,1784967180353,353,0
stpRNG2,1784967120,1784967180354,1784967180355,354,1
stpRNG5,1784967120,1784967180356,1784967180357,356,1
RDBULL,1784967180,1784967240323,1784967240324,323,1
stpRNG2,1784967180,1784967240326,1784967240328,326,2
stpRNG5,1784967180,1784967240329,1784967240329,329,0
stpRNG3,1784967180,1784967240330,1784967240330,330,0
stpRNG,1784967180,1784967240331,1784967240331,331,0
stpRNG4,1784967180,1784967240331,1784967240332,331,1
stpRNG2,1784967240,1784967300335,1784967300336,335,1
stpRNG5,1784967240,1784967300337,1784967300338,337,1
stpRNG3,1784967240,1784967300339,1784967300340,339,1
RDBULL,1784967240,1784967300341,1784967300341,341,0
stpRNG4,1784967240,1784967300342,1784967300342,342,0
stpRNG,1784967240,1784967300343,1784967300343,343,0
stpRNG5,1784967300,1784967360281,1784967360282,281,1
stpRNG2,1784967300,1784967360283,1784967360284,283,1
stpRNG3,1784967300,1784967360285,1784967360285,285,0
RDBULL,1784967300,1784967360286,1784967360287,286,1
stpRNG4,1784967300,1784967360288,1784967360288,288,0
stpRNG,1784967300,1784967360289,1784967360289,289,0
stpRNG,1784967360,1784967420307,1784967420308,307,1
stpRNG4,1784967360,1784967420310,1784967420311,310,1
RDBULL,1784967360,1784967420313,1784967420314,313,1
stpRNG2,1784967360,1784967420316,1784967420317,316,1
stpRNG5,1784967360,1784967420319,1784967420320,319,1
stpRNG3,1784967360,1784967420321,1784967420322,321,1
stpRNG5,1784967420,1784967480354,1784967480355,354,1
stpRNG2,1784967420,1784967480357,1784967480359,357,2
stpRNG3,1784967420,1784967480360,1784967480362,360,2
RDBULL,1784967420,1784967480363,1784967480364,363,1
stpRNG4,1784967420,1784967480366,1784967480366,366,0
stpRNG,1784967420,1784967480367,1784967480368,367,1
stpRNG2,1784967480,1784967540321,1784967540321,321,0
stpRNG5,1784967480,1784967540322,1784967540323,322,1
stpRNG3,1784967480,1784967540323,1784967540324,323,1
RDBULL,1784967480,1784967540324,1784967540325,324,1
stpRNG4,1784967480,1784967540325,1784967540326,325,1
stpRNG,1784967480,1784967540326,1784967540327,326,1
RDBULL,1784967540,1784967600348,1784967600348,348,0
stpRNG3,1784967540,1784967600349,1784967600349,349,0
stpRNG5,1784967540,1784967600350,1784967600351,350,1
stpRNG2,1784967540,1784967600351,1784967600352,351,1
stpRNG,1784967540,1784967600352,1784967600353,352,1
stpRNG4,1784967540,1784967600353,1784967600354,353,1
stpRNG2,1784967600,1784967660274,1784967660275,274,1
stpRNG5,1784967600,1784967660277,1784967660277,277,0
stpRNG3,1784967600,1784967660279,1784967660280,279,1
RDBULL,1784967600,1784967660281,1784967660282,281,1
stpRNG4,1784967600,1784967660284,1784967660284,284,0
stpRNG,1784967600,1784967660286,1784967660287,286,1
stpRNG4,1784967660,1784967720288,1784967720289,288,1
stpRNG,1784967660,1784967720290,1784967720292,290,2
stpRNG3,1784967660,1784967720293,1784967720294,293,1
stpRNG5,1784967660,1784967720296,1784967720297,296,1
stpRNG2,1784967660,1784967720298,1784967720299,298,1
RDBULL,1784967660,1784967720300,1784967720301,300,1
stpRNG4,1784967720,1784967780309,1784967780310,309,1
stpRNG,1784967720,1784967780311,1784967780312,311,1
stpRNG5,1784967720,1784967780313,1784967780314,313,1
stpRNG2,1784967720,1784967780315,1784967780316,315,1
stpRNG3,1784967720,1784967780317,1784967780318,317,1
RDBULL,1784967720,1784967780319,1784967780320,319,1
stpRNG4,1784967780,1784967840306,1784967840307,306,1
stpRNG,1784967780,1784967840308,1784967840310,308,2
stpRNG3,1784967780,1784967840312,1784967840313,312,1
stpRNG5,1784967780,1784967840314,1784967840314,314,0
stpRNG2,1784967780,1784967840315,1784967840315,315,0
RDBULL,1784967780,1784967840316,1784967840316,316,0
stpRNG5,1784967840,1784967900340,1784967900340,340,0
stpRNG2,1784967840,1784967900342,1784967900343,342,1
stpRNG3,1784967840,1784967900344,1784967900345,344,1
RDBULL,1784967840,1784967900346,1784967900346,346,0
stpRNG4,1784967840,1784967900347,1784967900347,347,0
stpRNG,1784967840,1784967900348,1784967900348,348,0
RDBULL,1784967900,1784967960282,1784967960283,282,1
stpRNG3,1784967900,1784967960284,1784967960286,284,2
stpRNG5,1784967900,1784967960287,1784967960288,287,1
stpRNG2,1784967900,1784967960289,1784967960289,289,0
stpRNG,1784967900,1784967960290,1784967960291,290,1
stpRNG4,1784967900,1784967960291,1784967960292,291,1
RDBULL,1784967960,1784968020274,1784968020274,274,0
stpRNG3,1784967960,1784968020275,1784968020276,275,1
stpRNG5,1784967960,1784968020276,1784968020277,276,1
stpRNG2,1784967960,1784968020277,1784968020278,277,1
stpRNG,1784967960,1784968020278,1784968020279,278,1
stpRNG4,1784967960,1784968020279,1784968020280,279,1
stpRNG3,1784968020,1784968080325,1784968080326,325,1
stpRNG5,1784968020,1784968080327,1784968080329,327,2
stpRNG2,1784968020,1784968080330,1784968080331,330,1
RDBULL,1784968020,1784968080333,1784968080335,333,2
stpRNG4,1784968020,1784968080336,1784968080337,336,1
stpRNG,1784968020,1784968080338,1784968080338,338,0
stpRNG2,1784968080,1784968140350,1784968140351,350,1
stpRNG5,1784968080,1784968140353,1784968140354,353,1
stpRNG3,1784968080,1784968140355,1784968140357,355,2
RDBULL,1784968080,1784968140359,1784968140360,359,1
stpRNG4,1784968080,1784968140362,1784968140363,362,1
stpRNG,1784968080,1784968140364,1784968140365,364,1
stpRNG5,1784968140,1784968200318,1784968200318,318,0
stpRNG2,1784968140,1784968200320,1784968200321,320,1
stpRNG3,1784968140,1784968200323,1784968200324,323,1
RDBULL,1784968140,1784968200325,1784968200326,325,1
stpRNG4,1784968140,1784968200328,1784968200328,328,0
stpRNG,1784968140,1784968200330,1784968200330,330,0
stpRNG4,1784968200,1784968260331,1784968260333,331,2
stpRNG,1784968200,1784968260335,1784968260336,335,1
stpRNG2,1784968200,1784968260337,1784968260338,337,1
stpRNG5,1784968200,1784968260339,1784968260339,339,0
stpRNG3,1784968200,1784968260340,1784968260340,340,0
RDBULL,1784968200,1784968260341,1784968260341,341,0
stpRNG,1784968260,1784968320337,1784968320338,337,1
stpRNG4,1784968260,1784968320340,1784968320341,340,1
RDBULL,1784968260,1784968320342,1784968320343,342,1
stpRNG3,1784968260,1784968320345,1784968320345,345,0
stpRNG5,1784968260,1784968320346,1784968320346,346,0
stpRNG2,1784968260,1784968320347,1784968320347,347,0
stpRNG4,1784968320,1784968380283,1784968380284,283,1
stpRNG,1784968320,1784968380286,1784968380287,286,1
stpRNG3,1784968320,1784968380288,1784968380289,288,1
stpRNG2,1784968320,1784968380291,1784968380291,291,0
stpRNG5,1784968320,1784968380293,1784968380293,293,0
RDBULL,1784968320,1784968380294,1784968380294,294,0
RDBULL,1784968380,1784968440248,1784968440249,248,1
stpRNG3,1784968380,1784968440251,1784968440253,251,2
stpRNG2,1784968380,1784968440254,1784968440255,254,1
stpRNG5,1784968380,1784968440256,1784968440257,256,1
stpRNG,1784968380,1784968440257,1784968440258,257,1
stpRNG4,1784968380,1784968440258,1784968440259,258,1
stpRNG2,1784968440,1784968500226,1784968500227,226,1
stpRNG5,1784968440,1784968500229,1784968500230,229,1
stpRNG3,1784968440,1784968500232,1784968500233,232,1
RDBULL,1784968440,1784968500234,1784968500235,234,1
stpRNG4,1784968440,1784968500236,1784968500237,236,1
stpRNG,1784968440,1784968500239,1784968500240,239,1
stpRNG4,1784968500,1784968560338,1784968560339,338,1
stpRNG,1784968500,1784968560341,1784968560343,341,2
stpRNG3,1784968500,1784968560344,1784968560345,344,1
stpRNG2,1784968500,1784968560345,1784968560346,345,1
stpRNG5,1784968500,1784968560347,1784968560347,347,0
RDBULL,1784968500,1784968560348,1784968560348,348,0
stpRNG,1784968560,1784968620274,1784968620274,274,0
stpRNG4,1784968560,1784968620276,1784968620277,276,1
RDBULL,1784968560,1784968620279,1784968620279,279,0
stpRNG3,1784968560,1784968620281,1784968620282,281,1
stpRNG2,1784968560,1784968620283,1784968620284,283,1
stpRNG5,1784968560,1784968620286,1784968620287,286,1
RDBULL,1784968620,1784968680349,1784968680350,349,1
stpRNG3,1784968620,1784968680352,1784968680354,352,2
stpRNG5,1784968620,1784968680355,1784968680356,355,1
stpRNG2,1784968620,1784968680357,1784968680358,357,1
stpRNG,1784968620,1784968680359,1784968680360,359,1
stpRNG4,1784968620,1784968680361,1784968680362,361,1
RDBULL,1784968680,1784968740330,1784968740331,330,1
stpRNG3,1784968680,1784968740334,1784968740335,334,1
stpRNG2,1784968680,1784968740336,1784968740337,336,1
stpRNG5,1784968680,1784968740339,1784968740340,339,1
stpRNG,1784968680,1784968740342,1784968740343,342,1
stpRNG4,1784968680,1784968740345,1784968740346,345,1
stpRNG,1784968740,1784968800335,1784968800336,335,1
stpRNG4,1784968740,1784968800337,1784968800339,337,2
RDBULL,1784968740,1784968800340,1784968800341,340,1
stpRNG5,1784968740,1784968800342,1784968800343,342,1
stpRNG2,1784968740,1784968800344,1784968800344,344,0
stpRNG3,1784968740,1784968800345,1784968800346,345,1
RDBULL,1784968800,1784968860335,1784968860337,335,2
stpRNG3,1784968800,1784968860338,1784968860339,338,1
stpRNG2,1784968800,1784968860340,1784968860340,340,0
stpRNG5,1784968800,1784968860341,1784968860341,341,0
stpRNG,1784968800,1784968860342,1784968860342,342,0
stpRNG4,1784968800,1784968860343,1784968860343,343,0
RDBULL,1784968860,1784968920286,1784968920287,286,1
stpRNG3,1784968860,1784968920288,1784968920289,288,1
stpRNG5,1784968860,1784968920290,1784968920291,290,1
stpRNG2,1784968860,1784968920291,1784968920292,291,1
stpRNG,1784968860,1784968920293,1784968920293,293,0
stpRNG4,1784968860,1784968920294,1784968920296,294,2
RDBULL,1784968920,1784968980284,1784968980287,284,3
stpRNG5,1784968920,1784968980289,1784968980290,289,1
stpRNG2,1784968920,1784968980291,1784968980291,291,0
stpRNG3,1784968920,1784968980292,1784968980292,292,0
stpRNG,1784968920,1784968980293,1784968980294,293,1
stpRNG4,1784968920,1784968980294,1784968980294,294,0
stpRNG3,1784968980,1784969040268,1784969040269,268,1
stpRNG5,1784968980,1784969040270,1784969040272,270,2
stpRNG2,1784968980,1784969040274,1784969040275,274,1
RDBULL,1784968980,1784969040276,1784969040276,276,0
stpRNG4,1784968980,1784969040277,1784969040277,277,0
stpRNG,1784968980,1784969040278,1784969040278,278,0
stpRNG,1784969040,1784969100300,1784969100301,300,1
stpRNG4,1784969040,1784969100302,1784969100303,302,1
RDBULL,1784969040,1784969100304,1784969100304,304,0
stpRNG5,1784969040,1784969100305,1784969100305,305,0
stpRNG2,1784969040,1784969100306,1784969100306,306,0
stpRNG3,1784969040,1784969100308,1784969100309,308,1
stpRNG3,1784969100,1784969160343,1784969160343,343,0
stpRNG5,1784969100,1784969160344,1784969160345,344,1
stpRNG2,1784969100,1784969160346,1784969160346,346,0
RDBULL,1784969100,1784969160347,1784969160347,347,0
stpRNG4,1784969100,1784969160348,1784969160349,348,1
stpRNG,1784969100,1784969160349,1784969160350,349,1
RDBULL,1784969160,1784969220300,1784969220301,300,1
stpRNG2,1784969160,1784969220301,1784969220302,301,1
stpRNG5,1784969160,1784969220303,1784969220303,303,0
stpRNG3,1784969160,1784969220304,1784969220304,304,0
stpRNG,1784969160,1784969220305,1784969220305,305,0
stpRNG4,1784969160,1784969220306,1784969220306,306,0
stpRNG,1784969220,1784969280277,1784969280278,277,1
stpRNG4,1784969220,1784969280278,1784969280279,278,1
RDBULL,1784969220,1784969280279,1784969280280,279,1
stpRNG2,1784969220,1784969280280,1784969280281,280,1
stpRNG5,1784969220,1784969280281,1784969280281,281,0
